iter	MultiClass
0	1.445539803
1	1.233234071
2	1.063165161
3	0.9188278197
4	0.819425124
5	0.7260041859
6	0.6484284578
7	0.5846522584
8	0.5270645527
9	0.4796749399
10	0.4388095954
11	0.3990379992
12	0.3675923634
13	0.3385124912
14	0.3093411988
15	0.2853761743
16	0.2635890006
17	0.24421792
18	0.2290316495
19	0.2129239456
20	0.1981278224
21	0.1868834996
22	0.1756655687
23	0.1651886745
24	0.1550186201
25	0.1442760061
26	0.1371287267
27	0.1289263222
28	0.1208436732
29	0.1124894543
30	0.1051044987
31	0.09956121774
32	0.09415485601
33	0.09017289389
34	0.08617087582
35	0.08328034997
36	0.08071934385
37	0.07776126285
38	0.07359246286
39	0.0707532875
40	0.06860027635
41	0.06582026494
42	0.06334177011
43	0.06116433242
44	0.05956770692
45	0.05797221688
46	0.05637583215
47	0.05550305467
48	0.05348132174
49	0.05202106442
50	0.0500144787
51	0.04804222164
52	0.04705881603
53	0.04577161196
54	0.04423147529
55	0.04290238336
56	0.04109100686
57	0.04037919738
58	0.03933809719
59	0.03836077447
60	0.03728029371
61	0.03639149779
62	0.03535824395
63	0.0347402423
64	0.03327623737
65	0.03241262672
66	0.03165875165
67	0.03087540477
68	0.03025246011
69	0.02969279457
70	0.02883869467
71	0.02816448781
72	0.02729875124
73	0.0265394953
74	0.02629920319
75	0.02552922089
76	0.02518871876
77	0.02465346787
78	0.02404647136
79	0.02364226585
80	0.02269236715
81	0.02214911768
82	0.02204635659
83	0.02184312527
84	0.02121552798
85	0.02087438971
86	0.0204155294
87	0.02034013055
88	0.0198274536
89	0.01942706799
90	0.01909531354
91	0.01836986089
92	0.01795579862
93	0.01753935036
94	0.01713127434
95	0.01685060326
96	0.01628129523
97	0.01578634918
98	0.01561192453
99	0.01545932086
100	0.01514992167
101	0.01487226221
102	0.01468485274
103	0.01423625558
104	0.01395704213
105	0.01375155867
106	0.01354780732
107	0.01326062827
108	0.01301338318
109	0.01297868246
110	0.01280327666
111	0.01267584141
112	0.01253870857
113	0.01242294306
114	0.01227356917
115	0.01212061962
116	0.01181487383
117	0.0117428429
118	0.01160612377
119	0.01145077881
120	0.01129614285
121	0.01115122209
122	0.01109799965
123	0.01100309434
124	0.01084375867
125	0.01074482355
126	0.01061002758
127	0.01048461921
128	0.01034311224
129	0.0102133544
130	0.01015187552
131	0.01001236873
132	0.00986091458
133	0.009800236905
134	0.009716980594
135	0.009608089949
136	0.009493717854
137	0.00941057861
138	0.009338099313
139	0.009254949723
140	0.0092121746
141	0.009104975972
142	0.008960361776
143	0.00888907901
144	0.008818348939
145	0.008732665551
146	0.00868447306
147	0.008566416707
148	0.008495288923
149	0.00845514838
150	0.008368199498
151	0.008322813343
152	0.00827511205
153	0.008214185299
154	0.008150572075
155	0.00808693404
156	0.008018401652
157	0.00793120712
158	0.00785431875
159	0.00781495818
160	0.007719950161
161	0.007689151371
162	0.007650131052
163	0.007516314632
164	0.007466123627
165	0.007440661652
166	0.007376931734
167	0.007333905928
168	0.007299529202
169	0.007250083815
170	0.007177053461
171	0.007127302401
172	0.007079724255
173	0.007061866974
174	0.007015847584
175	0.006960079301
176	0.006886071976
177	0.006865388
178	0.006824193798
179	0.006771380749
180	0.006718446691
181	0.006645910362
182	0.006603129345
183	0.006572861793
184	0.006504707583
185	0.00645700984
186	0.006431633624
187	0.00638203481
188	0.006365315234
189	0.006297824359
190	0.006255905886
191	0.006226133769
192	0.006193028061
193	0.006136029342
194	0.006075965085
195	0.006062095906
196	0.006030315201
197	0.006007476952
198	0.005983157261
199	0.005924116058
